850.77,62.955
795.14,102.23
729.68,139.86
670.77,180.77
613.5,228.23
567.68,272.41
518.59,292.05
518.59,301.86
480.95,324.77
480.95,331.32
482.59,318.23
480.95,324.77
477.68,326.41
477.68,326.41
477.68,331.32
482.59,321.5
482.59,318.23
484.23,359.14
485,357
485,366
850.77,62.955
795.14,102.23
729.68,139.86
670.77,180.77
613.5,228.23
567.68,272.41
518.59,292.05
518.59,301.86
480.95,324.77
480.95,331.32
482.59,318.23
480.95,324.77
477.68,326.41
477.68,326.41
477.68,331.32
482.59,321.5
482.59,318.23
484.23,359.14
485,357
485,366
909.68,92.409
857.32,126.77
803.32,162.77
736.23,206.95
683.86,246.23
639.68,290.41
600.41,332.95
567.68,346.05
484.23,365.68
495.68,360.77
487.5,357.5
490.77,355.86
490.77,362.41
487.5,355.86
487.5,355.86
485.86,357.5
480.95,388.59
482.59,458.95
498.95,517.86
554.59,591.5
909.68,92.409
857.32,126.77
803.32,162.77
736.23,206.95
683.86,246.23
639.68,290.41
600.41,332.95
567.68,346.05
484.23,365.68
495.68,360.77
487.5,357.5
490.77,355.86
490.77,362.41
487.5,355.86
487.5,355.86
485.86,357.5
480.95,388.59
482.59,458.95
498.95,517.86
554.59,591.5
102.95,316.59
178.23,306.77
266.59,310.05
343.5,311.68
412.23,319.86
467.86,318.23
525.14,303.5
528.41,310.05
526.77,308.41
525.14,305.14
530.05,310.05
528.41,308.41
531.68,308.41
520.23,316.59
513.68,346.05
531.68,401.68
497.32,450.77
497.32,540.77
102.95,316.59
178.23,306.77
266.59,310.05
343.5,311.68
412.23,319.86
467.86,318.23
525.14,303.5
528.41,310.05
526.77,308.41
525.14,305.14
530.05,310.05
528.41,308.41
531.68,308.41
520.23,316.59
513.68,346.05
531.68,401.68
497.32,450.77
497.32,540.77
88.227,365.68
178.23,357.5
264.95,344.41
338.59,341.14
404.05,349.32
462.95,357.5
543.14,354.23
536.59,346.05
541.5,346.05
539.86,346.05
541.5,346.05
543.14,346.05
541.5,350.95
541.5,350.95
546.41,350.95
559.5,383.68
603.68,416.41
609,425
88.227,365.68
178.23,357.5
264.95,344.41
338.59,341.14
404.05,349.32
462.95,357.5
543.14,354.23
536.59,346.05
541.5,346.05
539.86,346.05
541.5,346.05
543.14,346.05
541.5,350.95
541.5,350.95
546.41,350.95
559.5,383.68
603.68,416.41
609,425
602.05,454.05
649.5,454.05
602.05,454.05
649.5,454.05
850.77,62.955
795.14,102.23
729.68,139.86
670.77,180.77
613.5,228.23
567.68,272.41
518.59,292.05
518.59,301.86
480.95,324.77
480.95,331.32
482.59,318.23
480.95,324.77
477.68,326.41
477.68,326.41
477.68,331.32
482.59,321.5
482.59,318.23
484.23,359.14
485,357
485,366
909.68,92.409
857.32,126.77
803.32,162.77
736.23,206.95
683.86,246.23
639.68,290.41
600.41,332.95
567.68,346.05
484.23,365.68
495.68,360.77
487.5,357.5
490.77,355.86
490.77,362.41
487.5,355.86
487.5,355.86
485.86,357.5
480.95,388.59
482.59,458.95
498.95,517.86
554.59,591.5
102.95,316.59
178.23,306.77
266.59,310.05
343.5,311.68
412.23,319.86
467.86,318.23
525.14,303.5
528.41,310.05
526.77,308.41
525.14,305.14
530.05,310.05
528.41,308.41
531.68,308.41
520.23,316.59
513.68,346.05
531.68,401.68
497.32,450.77
497.32,540.77
88.227,365.68
178.23,357.5
264.95,344.41
338.59,341.14
404.05,349.32
462.95,357.5
543.14,354.23
536.59,346.05
541.5,346.05
539.86,346.05
541.5,346.05
543.14,346.05
541.5,350.95
541.5,350.95
546.41,350.95
559.5,383.68
603.68,416.41
609,425
602.05,454.05
649.5,454.05
850.77,62.955
795.14,102.23
729.68,139.86
670.77,180.77
613.5,228.23
567.68,272.41
518.59,292.05
518.59,301.86
480.95,324.77
480.95,331.32
482.59,318.23
480.95,324.77
477.68,326.41
477.68,326.41
477.68,331.32
482.59,321.5
482.59,318.23
484.23,359.14
485,357
485,366
850.77,62.955
795.14,102.23
729.68,139.86
670.77,180.77
613.5,228.23
567.68,272.41
518.59,292.05
518.59,301.86
480.95,324.77
480.95,331.32
482.59,318.23
480.95,324.77
477.68,326.41
477.68,326.41
477.68,331.32
482.59,321.5
482.59,318.23
484.23,359.14
485,357
485,366
909.68,92.409
857.32,126.77
803.32,162.77
736.23,206.95
683.86,246.23
639.68,290.41
600.41,332.95
567.68,346.05
484.23,365.68
495.68,360.77
487.5,357.5
490.77,355.86
490.77,362.41
487.5,355.86
487.5,355.86
485.86,357.5
480.95,388.59
482.59,458.95
498.95,517.86
554.59,591.5
909.68,92.409
857.32,126.77
803.32,162.77
736.23,206.95
683.86,246.23
639.68,290.41
600.41,332.95
567.68,346.05
484.23,365.68
495.68,360.77
487.5,357.5
490.77,355.86
490.77,362.41
487.5,355.86
487.5,355.86
485.86,357.5
480.95,388.59
482.59,458.95
498.95,517.86
554.59,591.5
102.95,316.59
178.23,306.77
266.59,310.05
343.5,311.68
412.23,319.86
467.86,318.23
525.14,303.5
528.41,310.05
526.77,308.41
525.14,305.14
530.05,310.05
528.41,308.41
531.68,308.41
520.23,316.59
513.68,346.05
531.68,401.68
497.32,450.77
497.32,540.77
102.95,316.59
178.23,306.77
266.59,310.05
343.5,311.68
412.23,319.86
467.86,318.23
525.14,303.5
528.41,310.05
526.77,308.41
525.14,305.14
530.05,310.05
528.41,308.41
531.68,308.41
520.23,316.59
513.68,346.05
531.68,401.68
497.32,450.77
497.32,540.77
88.227,365.68
178.23,357.5
264.95,344.41
338.59,341.14
404.05,349.32
462.95,357.5
543.14,354.23
536.59,346.05
541.5,346.05
539.86,346.05
541.5,346.05
543.14,346.05
541.5,350.95
541.5,350.95
546.41,350.95
559.5,383.68
603.68,416.41
609,425
88.227,365.68
178.23,357.5
264.95,344.41
338.59,341.14
404.05,349.32
462.95,357.5
543.14,354.23
536.59,346.05
541.5,346.05
539.86,346.05
541.5,346.05
543.14,346.05
541.5,350.95
541.5,350.95
546.41,350.95
559.5,383.68
603.68,416.41
609,425
602.05,454.05
649.5,454.05
602.05,454.05
649.5,454.05
850.77,62.955
795.14,102.23
729.68,139.86
670.77,180.77
613.5,228.23
567.68,272.41
518.59,292.05
518.59,301.86
480.95,324.77
480.95,331.32
482.59,318.23
480.95,324.77
477.68,326.41
477.68,326.41
477.68,331.32
482.59,321.5
482.59,318.23
484.23,359.14
485,357
485,366
850.77,62.955
795.14,102.23
729.68,139.86
670.77,180.77
613.5,228.23
567.68,272.41
518.59,292.05
518.59,301.86
480.95,324.77
480.95,331.32
482.59,318.23
480.95,324.77
477.68,326.41
477.68,326.41
477.68,331.32
482.59,321.5
482.59,318.23
484.23,359.14
485,357
485,366
850.77,62.955
795.14,102.23
729.68,139.86
670.77,180.77
613.5,228.23
567.68,272.41
518.59,292.05
518.59,301.86
480.95,324.77
480.95,331.32
482.59,318.23
480.95,324.77
477.68,326.41
477.68,326.41
477.68,331.32
482.59,321.5
482.59,318.23
484.23,359.14
485,357
485,366
909.68,92.409
857.32,126.77
803.32,162.77
736.23,206.95
683.86,246.23
639.68,290.41
600.41,332.95
567.68,346.05
484.23,365.68
495.68,360.77
487.5,357.5
490.77,355.86
490.77,362.41
487.5,355.86
487.5,355.86
485.86,357.5
480.95,388.59
482.59,458.95
498.95,517.86
554.59,591.5
909.68,92.409
857.32,126.77
803.32,162.77
736.23,206.95
683.86,246.23
639.68,290.41
600.41,332.95
567.68,346.05
484.23,365.68
495.68,360.77
487.5,357.5
490.77,355.86
490.77,362.41
487.5,355.86
487.5,355.86
485.86,357.5
480.95,388.59
482.59,458.95
498.95,517.86
554.59,591.5
909.68,92.409
857.32,126.77
803.32,162.77
736.23,206.95
683.86,246.23
639.68,290.41
600.41,332.95
567.68,346.05
484.23,365.68
495.68,360.77
487.5,357.5
490.77,355.86
490.77,362.41
487.5,355.86
487.5,355.86
485.86,357.5
480.95,388.59
482.59,458.95
498.95,517.86
554.59,591.5
102.95,316.59
178.23,306.77
266.59,310.05
343.5,311.68
412.23,319.86
467.86,318.23
525.14,303.5
528.41,310.05
526.77,308.41
525.14,305.14
530.05,310.05
528.41,308.41
531.68,308.41
520.23,316.59
513.68,346.05
531.68,401.68
497.32,450.77
497.32,540.77
102.95,316.59
178.23,306.77
266.59,310.05
343.5,311.68
412.23,319.86
467.86,318.23
525.14,303.5
528.41,310.05
526.77,308.41
525.14,305.14
530.05,310.05
528.41,308.41
531.68,308.41
520.23,316.59
513.68,346.05
531.68,401.68
497.32,450.77
497.32,540.77
102.95,316.59
178.23,306.77
266.59,310.05
343.5,311.68
412.23,319.86
467.86,318.23
525.14,303.5
528.41,310.05
526.77,308.41
525.14,305.14
530.05,310.05
528.41,308.41
531.68,308.41
520.23,316.59
513.68,346.05
531.68,401.68
497.32,450.77
497.32,540.77
88.227,365.68
178.23,357.5
264.95,344.41
338.59,341.14
404.05,349.32
462.95,357.5
543.14,354.23
536.59,346.05
541.5,346.05
539.86,346.05
541.5,346.05
543.14,346.05
541.5,350.95
541.5,350.95
546.41,350.95
559.5,383.68
603.68,416.41
609,425
88.227,365.68
178.23,357.5
264.95,344.41
338.59,341.14
404.05,349.32
462.95,357.5
543.14,354.23
536.59,346.05
541.5,346.05
539.86,346.05
541.5,346.05
543.14,346.05
541.5,350.95
541.5,350.95
546.41,350.95
559.5,383.68
603.68,416.41
609,425
88.227,365.68
178.23,357.5
264.95,344.41
338.59,341.14
404.05,349.32
462.95,357.5
543.14,354.23
536.59,346.05
541.5,346.05
539.86,346.05
541.5,346.05
543.14,346.05
541.5,350.95
541.5,350.95
546.41,350.95
559.5,383.68
603.68,416.41
609,425
602.05,454.05
649.5,454.05
602.05,454.05
649.5,454.05
602.05,454.05
649.5,454.05
850.77,62.955
795.14,102.23
729.68,139.86
670.77,180.77
613.5,228.23
567.68,272.41
518.59,292.05
518.59,301.86
480.95,324.77
480.95,331.32
482.59,318.23
480.95,324.77
477.68,326.41
477.68,326.41
477.68,331.32
482.59,321.5
482.59,318.23
484.23,359.14
485,357
485,366
850.77,62.955
795.14,102.23
729.68,139.86
670.77,180.77
613.5,228.23
567.68,272.41
518.59,292.05
518.59,301.86
480.95,324.77
480.95,331.32
482.59,318.23
480.95,324.77
477.68,326.41
477.68,326.41
477.68,331.32
482.59,321.5
482.59,318.23
484.23,359.14
485,357
485,366
850.77,62.955
795.14,102.23
729.68,139.86
670.77,180.77
613.5,228.23
567.68,272.41
518.59,292.05
518.59,301.86
480.95,324.77
480.95,331.32
482.59,318.23
480.95,324.77
477.68,326.41
477.68,326.41
477.68,331.32
482.59,321.5
482.59,318.23
484.23,359.14
485,357
485,366
850.77,62.955
795.14,102.23
729.68,139.86
670.77,180.77
613.5,228.23
567.68,272.41
518.59,292.05
518.59,301.86
480.95,324.77
480.95,331.32
482.59,318.23
480.95,324.77
477.68,326.41
477.68,326.41
477.68,331.32
482.59,321.5
482.59,318.23
484.23,359.14
485,357
485,366
909.68,92.409
857.32,126.77
803.32,162.77
736.23,206.95
683.86,246.23
639.68,290.41
600.41,332.95
567.68,346.05
484.23,365.68
495.68,360.77
487.5,357.5
490.77,355.86
490.77,362.41
487.5,355.86
487.5,355.86
485.86,357.5
480.95,388.59
482.59,458.95
498.95,517.86
554.59,591.5
909.68,92.409
857.32,126.77
803.32,162.77
736.23,206.95
683.86,246.23
639.68,290.41
600.41,332.95
567.68,346.05
484.23,365.68
495.68,360.77
487.5,357.5
490.77,355.86
490.77,362.41
487.5,355.86
487.5,355.86
485.86,357.5
480.95,388.59
482.59,458.95
498.95,517.86
554.59,591.5
909.68,92.409
857.32,126.77
803.32,162.77
736.23,206.95
683.86,246.23
639.68,290.41
600.41,332.95
567.68,346.05
484.23,365.68
495.68,360.77
487.5,357.5
490.77,355.86
490.77,362.41
487.5,355.86
487.5,355.86
485.86,357.5
480.95,388.59
482.59,458.95
498.95,517.86
554.59,591.5
909.68,92.409
857.32,126.77
803.32,162.77
736.23,206.95
683.86,246.23
639.68,290.41
600.41,332.95
567.68,346.05
484.23,365.68
495.68,360.77
487.5,357.5
490.77,355.86
490.77,362.41
487.5,355.86
487.5,355.86
485.86,357.5
480.95,388.59
482.59,458.95
498.95,517.86
554.59,591.5
102.95,316.59
178.23,306.77
266.59,310.05
343.5,311.68
412.23,319.86
467.86,318.23
525.14,303.5
528.41,310.05
526.77,308.41
525.14,305.14
530.05,310.05
528.41,308.41
531.68,308.41
520.23,316.59
513.68,346.05
531.68,401.68
497.32,450.77
497.32,540.77
102.95,316.59
178.23,306.77
266.59,310.05
343.5,311.68
412.23,319.86
467.86,318.23
525.14,303.5
528.41,310.05
526.77,308.41
525.14,305.14
530.05,310.05
528.41,308.41
531.68,308.41
520.23,316.59
513.68,346.05
531.68,401.68
497.32,450.77
497.32,540.77
102.95,316.59
178.23,306.77
266.59,310.05
343.5,311.68
412.23,319.86
467.86,318.23
525.14,303.5
528.41,310.05
526.77,308.41
525.14,305.14
530.05,310.05
528.41,308.41
531.68,308.41
520.23,316.59
513.68,346.05
531.68,401.68
497.32,450.77
497.32,540.77
102.95,316.59
178.23,306.77
266.59,310.05
343.5,311.68
412.23,319.86
467.86,318.23
525.14,303.5
528.41,310.05
526.77,308.41
525.14,305.14
530.05,310.05
528.41,308.41
531.68,308.41
520.23,316.59
513.68,346.05
531.68,401.68
497.32,450.77
497.32,540.77
88.227,365.68
178.23,357.5
264.95,344.41
338.59,341.14
404.05,349.32
462.95,357.5
543.14,354.23
536.59,346.05
541.5,346.05
539.86,346.05
541.5,346.05
543.14,346.05
541.5,350.95
