121,88.227,365.68,40,60
151,178.23,357.5,40,60
181,264.95,344.41,40,60
211,338.59,341.14,40,60
241,404.05,349.32,40,60
271,462.95,357.5,40,60
301,543.14,354.23,40,60
331,536.59,346.05,40,60
361,541.5,346.05,40,60
391,539.86,346.05,40,60
421,541.5,346.05,40,60
451,543.14,346.05,40,60
481,541.5,350.95,40,60
511,541.5,350.95,40,60
541,546.41,350.95,40,60
571,559.5,383.68,40,60
601,603.68,416.41,40,60
631,609,425,40,60
121,88.227,365.68,40,60
151,178.23,357.5,40,60
181,264.95,344.41,40,60
211,338.59,341.14,40,60
241,404.05,349.32,40,60
271,462.95,357.5,40,60
301,543.14,354.23,40,60
331,536.59,346.05,40,60
361,541.5,346.05,40,60
391,539.86,346.05,40,60
421,541.5,346.05,40,60
451,543.14,346.05,40,60
481,541.5,350.95,40,60
511,541.5,350.95,40,60
541,546.41,350.95,40,60
571,559.5,383.68,40,60
601,603.68,416.41,40,60
631,609,425,40,60
121,88.227,365.68,40,60
151,178.23,357.5,40,60
181,264.95,344.41,40,60
211,338.59,341.14,40,60
241,404.05,349.32,40,60
271,462.95,357.5,40,60
301,543.14,354.23,40,60
331,536.59,346.05,40,60
361,541.5,346.05,40,60
391,539.86,346.05,40,60
421,541.5,346.05,40,60
451,543.14,346.05,40,60
481,541.5,350.95,40,60
511,541.5,350.95,40,60
541,546.41,350.95,40,60
571,559.5,383.68,40,60
601,603.68,416.41,40,60
631,609,425,40,60
121,88.227,365.68,40,60
151,178.23,357.5,40,60
181,264.95,344.41,40,60
211,338.59,341.14,40,60
241,404.05,349.32,40,60
271,462.95,357.5,40,60
301,543.14,354.23,40,60
331,536.59,346.05,40,60
361,541.5,346.05,40,60
391,539.86,346.05,40,60
421,541.5,346.05,40,60
451,543.14,346.05,40,60
481,541.5,350.95,40,60
511,541.5,350.95,40,60
541,546.41,350.95,40,60
571,559.5,383.68,40,60
601,603.68,416.41,40,60
631,609,425,40,60
121,88.227,365.68,40,60
151,178.23,357.5,40,60
181,264.95,344.41,40,60
211,338.59,341.14,40,60
241,404.05,349.32,40,60
271,462.95,357.5,40,60
301,543.14,354.23,40,60
331,536.59,346.05,40,60
361,541.5,346.05,40,60
391,539.86,346.05,40,60
421,541.5,346.05,40,60
451,543.14,346.05,40,60
481,541.5,350.95,40,60
511,541.5,350.95,40,60
541,546.41,350.95,40,60
571,559.5,383.68,40,60
601,603.68,416.41,40,60
631,609,425,40,60
121,88.227,365.68,40,60
151,178.23,357.5,40,60
181,264.95,344.41,40,60
211,338.59,341.14,40,60
241,404.05,349.32,40,60
271,462.95,357.5,40,60
301,543.14,354.23,40,60
331,536.59,346.05,40,60
361,541.5,346.05,40,60
391,539.86,346.05,40,60
421,541.5,346.05,40,60
451,543.14,346.05,40,60
481,541.5,350.95,40,60
511,541.5,350.95,40,60
541,546.41,350.95,40,60
571,559.5,383.68,40,60
601,603.68,416.41,40,60
631,609,425,40,60
