121,102.95,316.59,40,60
151,178.23,306.77,40,60
181,266.59,310.05,40,60
211,343.5,311.68,40,60
241,412.23,319.86,40,60
271,467.86,318.23,40,60
301,525.14,303.5,40,60
331,528.41,310.05,40,60
361,526.77,308.41,40,60
391,525.14,305.14,40,60
421,530.05,310.05,40,60
451,528.41,308.41,40,60
481,531.68,308.41,40,60
511,520.23,316.59,40,60
541,513.68,346.05,40,60
571,531.68,401.68,40,60
601,497.32,450.77,40,60
631,497.32,540.77,40,60
121,102.95,316.59,40,60
151,178.23,306.77,40,60
181,266.59,310.05,40,60
211,343.5,311.68,40,60
241,412.23,319.86,40,60
271,467.86,318.23,40,60
301,525.14,303.5,40,60
331,528.41,310.05,40,60
361,526.77,308.41,40,60
391,525.14,305.14,40,60
421,530.05,310.05,40,60
451,528.41,308.41,40,60
481,531.68,308.41,40,60
511,520.23,316.59,40,60
541,513.68,346.05,40,60
571,531.68,401.68,40,60
601,497.32,450.77,40,60
631,497.32,540.77,40,60
121,102.95,316.59,40,60
151,178.23,306.77,40,60
181,266.59,310.05,40,60
211,343.5,311.68,40,60
241,412.23,319.86,40,60
271,467.86,318.23,40,60
301,525.14,303.5,40,60
331,528.41,310.05,40,60
361,526.77,308.41,40,60
391,525.14,305.14,40,60
421,530.05,310.05,40,60
451,528.41,308.41,40,60
481,531.68,308.41,40,60
511,520.23,316.59,40,60
541,513.68,346.05,40,60
571,531.68,401.68,40,60
601,497.32,450.77,40,60
631,497.32,540.77,40,60
121,102.95,316.59,40,60
151,178.23,306.77,40,60
181,266.59,310.05,40,60
211,343.5,311.68,40,60
241,412.23,319.86,40,60
271,467.86,318.23,40,60
301,525.14,303.5,40,60
331,528.41,310.05,40,60
361,526.77,308.41,40,60
391,525.14,305.14,40,60
421,530.05,310.05,40,60
451,528.41,308.41,40,60
481,531.68,308.41,40,60
511,520.23,316.59,40,60
541,513.68,346.05,40,60
571,531.68,401.68,40,60
601,497.32,450.77,40,60
631,497.32,540.77,40,60
121,102.95,316.59,40,60
151,178.23,306.77,40,60
181,266.59,310.05,40,60
211,343.5,311.68,40,60
241,412.23,319.86,40,60
271,467.86,318.23,40,60
301,525.14,303.5,40,60
331,528.41,310.05,40,60
361,526.77,308.41,40,60
391,525.14,305.14,40,60
421,530.05,310.05,40,60
451,528.41,308.41,40,60
481,531.68,308.41,40,60
511,520.23,316.59,40,60
541,513.68,346.05,40,60
571,531.68,401.68,40,60
601,497.32,450.77,40,60
631,497.32,540.77,40,60
121,102.95,316.59,40,60
151,178.23,306.77,40,60
181,266.59,310.05,40,60
211,343.5,311.68,40,60
241,412.23,319.86,40,60
271,467.86,318.23,40,60
301,525.14,303.5,40,60
331,528.41,310.05,40,60
361,526.77,308.41,40,60
391,525.14,305.14,40,60
421,530.05,310.05,40,60
451,528.41,308.41,40,60
481,531.68,308.41,40,60
511,520.23,316.59,40,60
541,513.68,346.05,40,60
571,531.68,401.68,40,60
601,497.32,450.77,40,60
631,497.32,540.77,40,60
